cas_number,chemical_id,name,substance,other_name,brand,package_size,storage_location,molecular_weight,density (g/mL),state
1826-67-1,1120,Vinylmagnesium bromide,乙烯基溴化镁,,adamas,500ml,R5,131.26,0.981,liquid
1827-27-6,1121,5-Amino-2-fluoropyridine,2-氟-5-氨基吡啶,,adamas,25g,3-5,112.11,1.257,solid
18282-51-4,1122,4-Iodobenzyl Alcohol,4-碘苄醇,,adamas,5g,2-2,234.03,1.867,solid
18294-87-6,1123,1-Cyclohexene-1-acetic acid,1-环己烯基乙酸,,adamas,5g,1-4-2,140.18,1.04,solid
1833-51-8,1124,Chloromethyldimethylphenylsilane,二甲基氯甲基苯基硅烷,,安耐吉,5g,3-2,184.74,1.024,liquid
18346-57-1,1125,"Cobalt(II) dibromo(1,2-dimethoxyethane), min. 98%",溴化钴(II)乙二醇二甲醚加合物,,安耐吉,2g,gL-FR,308.8622,,solid
1835-49-0,1126,Tetrafluoroterephthalonitrile,四氟对苯二腈,,adamas,25g,3-4,200.09,1.6184,solid
184357-44-6,1127,"tert-butyl N-(3-hydroxy-2,2-dimethylpropyl)carbamate","3-羟基-2,2-二甲基丙基氨基甲酸叔丁酯",,韶速,1g,2-2,203.28,0.998,solid
1849-27-0,1128,"1,4-Bis(Phenylethynyl)Benzene","1,4-双(苯乙基)苯",,adamas,250mg,3-2,278.35,1.15,solid
18511-62-1,1129,2-(4-Fluorophenyl)oxirane,(±)-4-氟苯乙烯环氧化物,,adamas,250mg,2-3,138.14,1.167,liquid
18531-99-2,1130,"(S)-(-)-1,1'-Bi-2-naphthol","S-1,1'-联-2-萘酚",,安耐吉,25g,4-3-1,286.32,1,solid
185346-09-2,1131,"(-)-2,6-BIS[2-[3AS-(2(3'AR*,8'AS*),3A,8A)-3A,8A-DIHYDRO-8H-INDENO[1,2-D]OXAZOLE]]PYRIDINE","2,6-双[(3AS,8AR)-3A,8A-二氢-8H-茚并[1,2-D]恶唑啉-2-基]吡啶",,bld,1g,3-3,393.44,1.5,solid
18618-55-8,1132,Cerium(III) chloride heptahydrate,"氯化铈,七水合物",,毕得,10g,gR-催化剂,372.58,~3.940,solid
18653-75-3,1133,2-(1H-imidazol-2-yl)-pyridine,2-(咪唑-2-基)吡啶,,毕得,1g,gR-配体,145.16,1.214,solid
186663-74-1,1134,N-Boc-2-aminophenol,N-BOC-2-氨基苯酚,,ADAMAS,1g,R6,209.24,1.182,solid
18704-37-5,1135,8-Quinolinesulfonyl chloride,8-喹啉磺酰氯,,安耐吉,10g,R1,227.67,1.483,solid
18704-37-5,1136,8-Quinolinesulfonyl chloride,喹啉-8-磺酰氯,,安耐吉,5g,R1,227.67,1.483,solid
1873-77-4,1137,Tris(trimethylsilyl)silane,三(三甲基硅基)硅烷,,安耐吉,1g,3-2,248.66,0.806,liquid
18742-02-4,1138,"2-(2-Bromoethyl)-1,3-dioxolane","2-(2-溴乙基)-1,3-二氧戊环",,adamas,5g,R7,181.03,1.542,liquid
1877-75-4,1139,4-Methoxyphenoxyacetic acid,对甲氧基苯氧乙酸,,adamas,5g,1-5A,182.17,1.2481,solid
1878-66-6,1140,4-Chlorophenylacetic acid,对氯苯乙酸,,adamas,25g,1-4-3,170.59,1.2315,solid
188264-84-8,1141,"(S,S)-(+)-N,N'-BIS(3,5-DI-TERT-BUTYLSALICYLIDENE)-1,2-CYCLOHEXANEDIAMINO-COBALT(II)",环己二胺双（二叔丁基水杨烯）钴,,adamas,1g,gR-催化剂,603.76,,solid
1885-29-6,1142,2-Aminobenzonitrile,2-氨基苯腈,,安耐吉;adamas,100g,3-4,118.14,1.11,solid
18880-00-7,1143,4-(tert-Butyl)benzylbromide,4-叔丁基苄溴,,adamas,25g,R2,227.14,1.236,liquid
1894189-67-3,1144,"Nickel, [4,4′-bis(1,1-dimethylethyl)-2,2′-bipyridine-κN1,κN1′]dibromo-, (SP-4-2)-","4,4'-双(1,1-二甲基乙基)-2,2'-联吡啶-ΚN1,ΚN1′]二溴化镍-(SP-4-2)-",,adamas,1g,gR-催化剂,488.92,,solid
1895006-01-5,1145,Mes-Umemoto reagent,MES-UMEMOTO试剂,,安耐吉;adamas,5g;1g;0,4-4-3;L1;L6;转移至手套箱冰箱,488.5,,solid
1907-33-1,1146,Lithium tert-butoxide,叔丁醇锂,,adamas,25g,6-1,80.05,0.89,liquid
19099-54-8,1147,2-Isopropyliodobenzene,2-异丙基碘苯,,adamas,25g,1-2-3,246.09,1.54,liquid
1910-42-5,1148,Paraquat,甲基紫精,,安耐吉,1g,4-2-2,257.159,1.25,solid
1914-58-5,1149,trans-styrylacetic acid,4-苯基-3-丁烯酸,,adamas;安耐吉,1g,1-4-3,162.19,1.0281,solid
19158-51-1,1150,Tosyl cyanide,4-甲苯磺酰氰,,adamas,5g,1-5-4;L6,181.21,1.3055,solid
1918-00-9,1151,Dicamba,麦草畏,,毕得,25g,1-4-4,221.04,1.57,solid
1923-70-2,1152,Tetrabutylammonium perchlorate,四丁基高氯酸铵,,adamas,25g,D1-4A,341.91,1.0387,solid
1927-95-3,1153,4-Bromophenol Acetate,4-乙酰氧基溴苯,,adamas,1g,1-3-3,215.04,1.501,liquid
192863-36-8,1154,Potassium (4-Methoxyphenyl)trifluoroborate,(4-甲氧基苯基)三氟硼酸钾,,adamas,5g,2-4,214.03,,solid
1929-29-9,1155,3-(4-Methoxyphenyl)propionic acid,3-(4-甲氧基苯基)丙酸,,adamas,25g,1-4-3,180.2,1.144,solid
1940-18-7,1156,1-ETHYLCYCLOHEXANOL,1-乙基环己醇,,adamas,25g,2-2,128.21,0.9227,solid
19455-23-3,1157,"PotassiuM triMethylacetate, 95%",三甲基乙酸钾,,毕得,0,6-2,142.24,,solid
1945-84-2,1158,2-Ethynylpyridine,2-乙炔基吡啶,,安耐吉,5g,3-2;R3,103.12,1.021,solid
19477-73-7,1159,6-bromo-3H-isobenzofuran-1-one,6-溴-3H-异苯并呋喃-1-酮,,adamas,1g,R3,213.03,1.742,solid
195062-57-8,1160,"4,4,5,5-tetramethyl-2-(4-methylphenyl)-1,3,2-dioxaborolane","4-(4,4,5,5-四甲基1,3,,2-二氧杂硼烷-二基)甲苯",,adamas,5g,R1,218.1,0.98,solid
19513-05-4,1161,manganese(III) acetate dihydrate,醋酸锰二水合物,,adamas,1g,D2,268.1,1.59,solid
195433-00-2,1162,"(4R,4'R)-2,2'-(4,6-Dibenzofurandiyl)bis[4,5-dihydro-4-phenyloxazole]","(4R,4'R)-2,2'-(4,6-二苯并呋喃二基)双[4,5-二氢-4-苯基恶唑]",,BLD,250mg,R4,458.51,1.33,solid
195703-68-5,1163,"(3aS,3a'S,8aR,8a'R)-2,2'-(1,3-Diphenylpropane-2,2-diyl)bis(8,8a-dihydro-3aH-indeno[1,2-d]oxazole)","(3AS,3A'S,8AR,8A'R)-2,2'-(1,3-二苯基丙烷-2,2-二基)双(8,8A-二氢-3ΑH-茚并[1,2-D]噁唑)",,BLD,250mg,3-3,510.62,,solid
19692-45-6,1164,4-tert-Butylbenzyl chloride,4-叔丁基苄氯,,adamas,25g,1-2-2,182.69,0.945,liquid
19719-28-9,1165,"2,4-Dichlorophenylacetic acid","2,4-二氯苯乙酸",,adamas,5g,1-4-2,205.04,1.3806,solid
1972-28-7,1166,diethyl azodiformate,偶氮二甲酸二乙酯 (DEAD),,adamas,100g,R1,174.15,1.106,liquid
1973375-72-2,1167,"N]phenyl] iridium hexafluorophosphate, 98%","[5,5'-双(三氟甲基)-2,2'-联吡啶-ΚN,ΚN]双[3,5-二氟-2-[5-(三氟甲基)-2-吡啶基-ΚN]苯基]六氟磷酸铱",,,1g,gR-催化剂,1145.71,,solid
19788-37-5,1168,"4-Chloromethyl-3,5-dimethylisoxazole","3,5-二甲基-4-(氯甲基)异噁唑",,adamas,1g,1-2-2,145.59,1.173,solid
19788-49-9,1169,Ethyl 2-Mercaptopropionate,2-巯基丙酸乙酯,,adamas,5g,R7,134.2,1.031,liquid
19845-69-3,1170,"1,6-Bis(diphenylphosphino)hexane","1,6-二(二苯基膦)己烷",,adamas,5g,3-3,454.52,,solid
19845-69-3,1171,"1,6-Bis(diphenylphosphino)hexane","1,6-双(二苯基膦基)己烷",,绍远,5g,3-3,454.52,,solid
198-55-0,1172,Perylene,苝,,adamas,5g,R2,252.31,1.35,solid
19883-41-1,1173,H-D-PHg-OME HCL,(R)-2-苯基甘氨酸甲酯盐酸盐,,adamas,100g,2-2,201.65,,solid
199277-70-8,1174,"Pyridine, 2-[(4S)-4,5-dihydro-4-(1-methylethyl)-2-oxazolyl]-6-methyl-","(S)-4-异丙基-2-(6-甲基吡啶-2-基)-4,5-二氢恶唑",,BLD,250mg,R4,204.27,1.12,solid
20029-52-1,1175,4-Cyclohexylbenzoic Acid,4-环己基苯甲酸,,adamas,1g,1-4-5,204.26,1.115,solid
20075-26-7,1176,1-(methoxymethyl)-1H-imidazole,1-甲氧基甲基-1H-咪唑,,adamas,1g,4-2-1,112.13,1.06,liquid
201409-47-4,1177,"(3aS,8aR)-2-(2-diphenylphosphinophenyl)-3a,8a-dihydroindane[1,2-d]oxazole","(3AS,8aR)-2-(2-二苯基膦苯基)-3a,8a-dihydroindane[1,2-d]噁唑",,BLD,100mg,gR-配体,419.45,,solid
201870-82-8,1178,"(Acetato-κO)[[2,2'-[(1R,2R)-1,2-cyclohexanediylbis[(nitrilo-κN)Methylidyne]]bis[4,6-bis(1,1-diMethylethyl)phenolato-κO]](2-)]cobalt","(SP-5-13)-(乙酸-κO)[[2,2'-[(1R,2R)-1,2-环己二基双[(次氮基-κN)亚甲基]]双[4,6-双(1,1-二甲基乙基)苯酚-κO]](2-)]钴",,adamas,250mg,R9,662.7875,,solid
2026-48-4,1179,(S)-(+)-2-Amino-3-methyl-1-butanol,L-缬氨醇,,adamas,25g,D1-2A,103.16,0.926,solid
2031-62-1,1180,Diethoxymethylsilane,甲基二乙氧基硅烷,,adamas,25ml,R3,134.25,0.838,solid
203661-71-6,1181,6-Boc-2-oxo-6-aza-spiro[3.4]octane,6-BOC-2-氧代-6-氮杂螺[3.4]辛烷,,安耐吉;adamas,1g,2-4;R1,225.28,1.14,solid
2039-82-9,1182,4-Bromostyrene,对溴苯乙烯,,adamas,5g,L1,183.05,1.4,liquid
2039-88-5,1183,2-Bromostyrene,2-溴苯乙烯,,安耐吉,5g,R1,183.05,1.46,liquid
2042-37-7,1184,2-Bromobenzonitrile,2-溴苯腈,,adamas,25g,3-4,182.02,1.496,solid
20427-58-1,1185,Zinc hydroxide,氢氧化锌,,adamas,25g,5-1,99.39,3.05,solid
20439-47-8,1186,"(1R,2R)-(-)-1,2-Diaminocyclohexane","左旋-反式-1,2-环己二胺",,adamas,25g,R2,114.19,0.931,solid
2049-94-7,1187,ISOAMYLBENZENE,异戊基苯,,adamas,1ml,R1,148.24,0.854,liquid
2051-18-5,1188,4-Isopropylbenzyl Chloride,4-异丙基苄氯,,adamas,1g,1-2-2,168.66,1.523,solid
2051-62-9,1189,4-Chlorobiphenyl,4-氯联苯,,adamas,5g,1-2-1,188.65,1.132,solid
2052-49-5,1190,Tetrabutylammonium hydroxide,四丁基氢氧化铵,,安耐吉,100ml,7-2,259.47,0.995,solid
205647-96-7,1191,"(3aS,8aR)-2-(pyridin-2-yl)-8,8a-dihydro-3aH-indeno[1,2-d]oxazole","(3AS,8AR)-2-(吡啶-2-基)-8,8A二氢四氢-3AH-茚并[1,2-D]噁唑",,BLD,1g,gL-R,236.27,1.34,solid
20667-12-3,1192,Silver(I) oxide,氧化银,,adamas;安耐吉,5g,D2,231.74,7.143,solid
206996-60-3,1193,CERIUM (III) ACETATE,醋酸铈,,阿拉丁,10g,gRb,317.25,,solid
20717-79-7,1194,1-Bromo-2-naphthoic Acid,1-溴-2-萘甲酸,,adamas,5g,1-5C,251.08,1.648,solid
20769-85-1,1195,2-Bromoisobutyryl Bromide,2-溴代异丁酰溴,,adamas,100g,1-5-3,229.9,1.86,liquid
2081-44-9,1196,Tetrahydro-4-pyranol,四氢吡喃-4-醇,,adamas,5g,2-2,102.13,1.071,liquid
20875-34-7,1197,"(disulfide, bis[2,4,6-tris(1-methylethyl)phenyl];Bis(2,4,6-triisopropylphenyl) disulfide)","双(2,4,6-三异丙基苯基)二硫化物",,adamas;乐妍,100mg,3-3B;R8,470.82,,solid
20880-92-6,1198,Diacetonefructose,果糖二丙酮,,adamas,25g,L1;L2,260.28,1.181,solid
2094-72-6,1199,1-Adamantanecarbonyl chloride,金刚烷酰氯,,adamas,5g,1-5-3,198.69,1.049,solid
20970-75-6,1200,3-Methylpicolinonitrile,2-氰基-3-甲基吡啶,,adamas,25g,3-4,118.14,1.1151,solid
20989-17-7,1201,L-Phenylglycinol,(S)-(+)-2-苯甘氨醇,,adamas,100g,2-2,137.18,1.063,solid
2107-70-2,1202,"3-(3,4-Dimethoxyphenyl)propionic acid","3,4-二甲氧基苯丙酸",,adamas,5g,1-4-3,210.23,1.1922,solid
21087-29-6,1203,cinnamyl chloride,肉桂基氯,,adamas,25g,R3,152.62,1.096,liquid
2113-51-1,1204,2-Iodobiphenyl,2-碘联苯,,adamas,5g,,280.1,1.59,solid
21239-29-2,1205,"ethyl 3,5-dimethylbenzoate","3,5-二甲基苯甲酸乙酯",,adamas,25g,3-5B,178.23,1.113,liquid
21252-69-7,1206,1-Octylimidazole,1-辛基咪唑,,adamas,1g,4-2-1,180.29,0.91,liquid
21256-18-8,1207,Oxaprozin,奥沙普秦,,adamas,5g;25g,1-4-3,293.32,1.2278,solid
2133-40-6,1208,(Methyl L-prolinate hydrochloride;L-Proline methyl ester hydrochloride),L-脯氨酸甲酯盐酸盐,,麦克林;安耐吉,25g,2-2;R9,165.62,1.1426,solid
2133827-34-4,1209,"Oxazole, 2,2'-cyclopentylidenebis[4,5-dihydro-4,5-diphenyl-, (4R,4'R,5S,5'S)-","(4R,4'R,5S,5'S)-2,2'-亚环戊基双[4,5-二氢-4,5-二苯基噁唑]",,毕得,100mg,R9,512.64,,solid
213697-53-1,1210,"2-Dicyclohexylphosphino-2'-(N,N-dimethylamino)biphenyl","2-二环己基膦基-2'-(N,N-二甲氨基)联苯",,毕得,5g,gR-配体,393.54,,solid
214360-60-8,1211,"4'-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)acetanilide","4'-(4,4,5,5-四甲基-1,3,2-二氧硼烷-2-基)退热冰",,adamas,1g,2-4,261.12,1.07,solid
214360-66-4,1212,"4-TERT-BUTYLPHENYLBORONIC ACID, PINACOL ESTER",4-叔丁基苯硼酸频那醇酯,,adamas,5g,2-4,260.18,0.96,solid
21524-34-5,1213,"2-Bromo-1,3,5-triisopropylbenzene","2-溴-1,3,5-三异丙苯",,adamas,25g,1-3-4,283.25,1.118,liquid
21615-34-9,1214,o-Anisoyl chloride,邻甲氧基苯甲酰氯,,adamas,100g,1-5-3,170.59,1.146,liquid
21797-13-7,1215,Tetrakis(acetonitrile)palladium(II) tetrafluoroborate,四乙腈四氟硼酸钯,,adamas,250mg,D2,357.44,,solid
21850-12-4,1216,cis-Octahydro-isoindole,顺式全氢异吲哚,,adamas,5g,3-2,125.21,1.081,liquid
21907-50-6,1217,cesium trifluoroacetate,三氟乙酸铯,,adamas,1g,6-1,245.92,2,solid
21957-58-4,1218,(2S)-2-(4-methylbenzenesulfonamido)propanoic acid,N-对甲苯磺酰-L-丙氨酸,,adamas,5g,1-4-2,243.28,1.319,solid
220141-71-9,1219,"3,5-Difluorobenzyl chloride","3,5-二氟苄氯",,adamas,1g,1-2-2,162.56,1.294,liquid
220227-21-4,1220,"2,4,5-Trifluorobenzenesulphonyl chloride","2,4,5-三氟苯磺酰氯",,adamas,5g,R3,230.59,1.657,liquid
22061-78-5,1221,2-bromo-3-methylphenol,2-溴-3-甲基苯酚,,adamas,5g,R2,187.03,1.554,solid
22071-15-4,1222,Ketoprofen,酮基布洛芬,,adamas,5g,1-4-2,254.28,1.1565,solid
2210-24-4,1223,N-Phenylacrylamide,N-苯基丙烯酰胺,,adamas,5g,3-4,147.17,1.097,solid
22112-78-3,1224,"5,10,15,20-tetrakis(4-methoxyphenyl)porphyrin","5,10,15,20-四三(4-甲氧基苯基)-21H,23H-卟啉",,adamas,1g,3-3,734.84,1.253,solid
2215-77-2,1225,4-Phenoxybenzoic acid,4-苯氧基苯甲酸,,adamas,5g,1-4-5,214.22,1.1956,solid
2216-51-5,1226,Menthol,L-薄荷醇,,安耐吉,25g,2-2,156.27,0.89,solid
2216-94-6,1227,Ethyl Phenylpropiolate,苯丙酸乙酯,,安耐吉,5g,R8,174.2,1.055,solid
22204-53-1,1228,Naproxen,萘普生,,adamas,100g,3-2,230.26,1.145,solid
2226-96-2,1229,4-Hydroxy-TEMPO,阻聚剂701,,adamas,25g,R6,172.24,1.0402,solid
2234-14-2,1230,"2',4',6'-Triisopropylacetophenone","2,4,6-三异丙基苯乙酮",,adamas,1g,2-3,246.39,0.9384,solid
22348-32-9,1231,"(R)-(+)-α,α-Diphenylprolinol","(R)-(+)-α,α-二苯基脯氨醇",,adamas,1g,2-2,253.35,1.0078,solid
224311-51-7,1232,2-(Di-tert-butylphosphino)biphenyl,2-(二叔丁基膦)联苯,,毕得,5g,gR-配体,298.4,1,solid
2243-42-7,1233,2-Phenoxybenzoic Acid,2-苯氧基苯甲酸,,adamas,5g,1-4-5,214.22,1.1553,solid
224-98-6,1234,anthraquinoline,蒽喹啉,,adamas,1g,gL-R,229.28,1.1281,solid
22519-64-8,1235,Indium(III) chloride tetrahydrate,三氯化铟 四水合物,,adamas,5g,D2,291.85,,solid
22532-61-2,1236,2-bromo-6-hydroxybenzaldehyde,2-溴-6-羟基苯甲醛,,adamas,5g,4-3,201.02,1.737,solid
22693-41-0,1237,"benzenethiol, 2,4,6-tris(1-methylethyl)-","2,4,6-三异丙基苯硫酚",,adamas,1g,3-3B,236.42,0.937,liquid
2270-20-4,1238,5-Phenylvaleric acid,5-苯基戊酸,,adamas,5g,1-4-1;1-5A,178.23,1.0292,solid
2270-59-9,1239,5-Bromo-2-methyl-2-pentene,5-溴-2-甲基-2-戊烯,,安耐吉,5g,R6,163.06,1.217,liquid
22724-81-8,1240,(2S)-2-aminopentan-1-ol,(S)-(+)-2-氨基-1-戊醇,,adamas,5g,2-2,103.16,0.915,solid
229177-78-0,1241,"(S)-5,5',6,6',7,7',8,8'-Octahydro-[1,1'-binaphthalene]-2,2'-diamine","(S)-5,5',6,6',7,7',8,8'-八氢-[1,1'-联萘]-2,2'-二胺",,BLD,1g,R4,292.42,1.156,solid
2304-30-5,1242,Tetrabutylphosphonium Chloride,四丁基氯化膦,,adamas,25g,7-2,294.88,0.978,solid
231291-22-8,1243,6-(Trifluoromethyl)-3-pyridinecarboxylic acid,6-三氟甲基烟酸,,adamas,1g,1-4-5,191.11,1.484,solid
2314-97-8,1244,Trifluoromethyliodide,三氟碘甲烷,,安耐吉,5g,R2,195.91,2.361,liquid
23190-16-1,1245,"(1R,2S)-(-)-2-Amino-1,2-diphenylethanol","(1R,2S)-(-)-2-氨基-1,2-二苯基乙醇",,adamas,100g,2-2,213.28,1.148,solid
2328084-27-9,1246,"4-Oxazolecarboxylic acid, 2,2′-cyclopropylidenebis[4,5-dihydro-, 4,4′-bis(1,1-dimethylethyl) ester, (4S,4′S)-","(4S,4'S)-2,2'-(环丙烷-1,1-二基)双(4,5-二氢恶唑-4-羧酸)二叔丁酯",,BLD,250mg,gR-配体,380.44,1.29,solid
23287-26-5,1247,METHYL 3-METHYLSALICYLATE,2-羟基-3-甲基苯甲酸甲酯,,adamas,5g,2-4,166.17,1.1683,solid
23295-32-1,1248,CHLORO(PYRIDINE)BIS(DIMETHYLgLYOXIMATO)COBALT(III),氯(吡啶)双(二甲基乙二肟)-钴,,安耐吉,1g,gR-催化剂,403.71,,solid
23356-96-9,1249,L-(+)-Prolinol,L-(+)-脯氨醇,,adamas,25g,2-2,101.15,1.036,solid
23364-44-5,1250,"(1S,2R)-2-Amino-1,2-diphenylethanol","(1S,2R)-2-氨基-1,2-二苯基乙醇",,adamas,25g,2-2,213.28,1.148,solid
23426-63-3,1251,Methyl alpha-bromoisobutyrate,2-溴异丁酸甲酯,,adamas,100g,2-4,181.03,1.399,solid
2344-80-1,1252,Chloromethyltrimethylsilane,氯甲基三甲基硅烷,,adamas;安耐吉,5g;25g,3-2,122.67,0.88,liquid
2344-83-4,1253,3-Chloropropyltrimethylsilane,(3-氯丙基)三甲基硅烷,,adamas,5g,3-3,150.72,0.878,liquid
2350-89-2,1254,4-Vinylbiphenyl,4-乙烯基联苯,,adamas;安耐吉,1g;5g,3-4;R8,180.25,0.997,solid
236406-21-6,1255,1-Boc-4-(Hydroxymethyl)-4-methyl-piperidine,1-N-Boc-4-甲基羟甲基哌啶,,韶速,1g,2-2,229.32,1.034,liquid
2368835-34-9,1256,"2,2'-Bioxazole, 4,4'-dicyclohexyl-4,4',5,5'-tetrahydro-, (4S,4'S)-","(4S,4'S)-4,4'-二环己基-4,4',5,5'-四氢-2,2'-联恶唑",,乐妍,100mg,gL-R,304.43,1.31,solid
23719-80-4,1257,Cyclopropylmagnesium bromide,环丙基溴化镁,,adamas,100ml,R5,145.28,0.968,liquid
23743-26-2,1258,"1,2-Bis(dicyclohexylphosphino)ethane","1, 2-双(二环己基磷基)-乙烷",,毕得,100mg,gL,422.62,,solid
2374958-86-6,1259,"2,2'-Bi-1H-imidazole, 1,1'-bis([1,1'-biphenyl]-4-yl)-4,4',5,5'-tetrahydro-4,4'-bis(1-methylethyl)-, (4S,4'S)-","(4S,4'S)-1,1'-二([1,1'-联苯]-4-基)-4,4'-二异丙基-4,4',5,5'-四氢-1H,1'H-2,2'-联咪唑",,BLD,250mg,gL-R,526.71,1.12,solid
2374958-89-9,1260,"(4S,4'S)-4,4'-二仲丁基-4,4',5,5'-四氢-2,2'-联恶唑","(4S,4'S)-4,4'-二仲丁基-4,4',5,5'-四氢-2,2'-联恶唑",,BLD,250mg,gR-配体,252.35,1.14,liquid
2377-81-3,1261,Tetrafluoroisophthalonitrile,四氟间苯二腈,,adamas,25g,1-2-1;1-3B,200.09,1.6184,solid
2380-36-1,1262,"3,5-Di-tert-butylaniline","3,5-二叔丁基苯胺",,乐研,5g,3-4C,205.34,0.912,solid
2387-23-7,1263,"N,N'-DICYCLOHEXYLUREA","N,N’-二环己基脲",,energy,5g,4-2-2,224.34,1.02,solid
23877-12-5,1264,tert-Butyl α-bromoisobutyrate,2-溴代异丁酸叔丁酯,,adamas,25g,1-3-2,223.11,1.196,liquid
2396-68-1,1265,4-tert-Butylbenzenethiol,4-叔丁基苯硫酚,,adamas,1g,R3,166.28,0.964,liquid
2396-80-7,1266,5-HEXENOIC ACID METHYL ESTER,5-已酸甲酯,,adamas,1g,3-4,128.17,0.91,liquid
2398-37-0,1267,3-Bromoanisole,间溴苯甲醚,,毕得,100g,1-3-4,187.03,1.49,liquid
2409691-04-7,1268,"Nickel, dibromo(4,4'-dimethoxy-2,2'-bipyridine-κN1,κN1')-","(4,4'-二甲氧基-2,2'-联吡啶-ΚN1,ΚN1')二溴化镍",,毕得,1g,D2,436.76,,solid
2414-98-4,1269,magnesium ethoxide,乙醇镁,,adamas,25g,6-1,114.43,1.01,solid
2417-72-3,1270,Methyl 4-(bromomethyl)benzoate,4-溴甲基苯甲酸甲酯,,adamas,5g,R9,229.07,1.47,solid
2426-02-0,1271,"3,4,5,6-Tetrahydrophthalic anhydride","3,4,5,6-四氢苯酐",,adamas,25g,2-4,152.15,1.2,solid
24280-93-1,1272,Mycophenolic acid,霉酚酸,,adamas,25g,3-2,320.34,1.23,solid
2436-85-3,1273,"N,N-Dimethyl-2-naphthylamine","N,N-二甲基-2-萘胺",,adamas,1g,3-5,171.24,1.0279,solid
2437-17-4,1274,6-Hydroxy-1-naphthoic Acid,6-羟基-1-萘甲酸,,adamas,2g,4-3-3,188.18,1.399,solid
24388-23-6,1275,"(4,4,5,5-TETRAMETHYL-1,3,2-DIOXABOROLAN-2-YL)BENZENE","(4,4,5,5-四甲基-1,3,2-二氧杂硼烷-2-基)苯",,adamas,25g,2-4,204.07,0.99,solid
24424-99-5,1276,Di-tert-butyl dicarbonate,二碳酸二叔丁酯,,adamas,100g,3-4B,218.25,0.95,liquid
2446-83-5,1277,Diisopropyl azodicarboxylate,偶氮二甲酸二异丙酯,,adamas,100g,R3,202.21,1.027,liquid
24470-78-8,1278,Isopropyltriphenylphosphonium iodide,碘化异丙基三苯膦,,adamas,25g,3-3,432.28,,solid
2450-71-7,1279,PROPARgYLAMINE,炔丙胺,,adamas,5g,3-2,55.08,0.86,liquid
24544-04-5,1280,"2,6-Diisopropylaniline","2,6-二异丙基苯胺",,麦克林,100ml,3-5,177.29,0.94,liquid
246047-72-3,1281,grubbs catalyst 2ndgeneration,grubbs二代催化剂,,adamas,1g,D2,848.98,,solid
246047-72-3,1282,"[1,3-bis(2,4,6-trimethylphenyl)imidazolidin-2-ylidene]dichloro(phenylmethylidene)ruthenium; tricyclohexylphosphine",grubbs 2 代催化剂,,adamas,250mg,R1,848.98,,solid
24629-25-2,1283,(L-(+)-Isoleucinol;L-Isoleucinol),L-异亮氨醇,,adamas,25g;100g,D1-2A;R2,117.19,0.949,solid
2466-76-4,1284,1-Acetylimidazole,1-乙酰基咪唑,,adamas,5g,4-2-1,110.11,1.2111,solid
24772-63-2,1285,"1,8-Diiodooctane","1,8-二碘辛烷",,adamas,5g,R2,366.02,1.84,liquid
247940-06-3,1286,2-(Dicyclohexylphosphino)biphenyl,2-(二环己基膦基)联苯,,绍远,5g,3-3,350.48,,solid
24821-22-5,1287,"2,6-Bis(trifluoromethyl)benzoic acid","2,6-双(三氟甲基)苯甲酸",,adamas,0,1-4-5,258.12,1.527,solid
2491-20-5,1288,L-Alanine methyl ester hydrochloride,丙氨酸甲酯盐酸盐,,adamas,5g,2-2,139.58,,solid
249562-06-9,1289,2-Methyl-2-adamantyl acrylate,2-甲基-2-金刚烷醇丙烯酸酯,,TCI,5g,R1,220.31,1.07,liquid
25015-63-8,1290,Pinacolborane,频哪醇硼烷,,adamas,100g,R2,127.98,0.882,liquid
250285-32-6,1291,"1,3-Bis(2,6-diisopropylphenyl)imidazolium chloride","1,3-双(2,6-二异丙基苯基)氯化咪唑鎓",,毕得,5g,3-2,425.05,,solid
2510-22-7,1292,4-Ethynylpyridine,4-乙炔基吡啶,,安耐吉,1g,R3,103.12,1.02,solid
2510-23-8,1293,3-Ethynylpyridine,3-乙炔基吡啶,,安耐吉,5g,R7,103.12,1.02,solid
2512-24-5,1294,N-tert-butyl-benzenesulfonamide,N-叔丁基苯磺酰胺,,安耐吉,5g,3-4,213.3,1.125,solid
2516-47-4,1295,(Aminomethyl)cyclopropane,环丙基甲胺,,adamas,1g,3-2C,71.12,0.83,liquid
25173-72-2,1296,"3-(3,4,5-Trimethoxyphenyl)propionic acid","3-(3,4,5-三甲氧基苯基)丙酸",,adamas,5g,1-4-3,240.25,1.169,solid
25177-85-9,1297,Indane-2-carboxylic acid,2-茚羧酸,,adamas,5g,1-4-2,162.19,1.0281,solid
2550-26-7,1298,Benzylacetone,苄基丙酮,,adamas,100ml,2-3,148.2,0.989,liquid
25503-90-6,1299,1-Acetyl-4-piperidinecarboxylic acid,1-乙酰基-4-哌啶甲酸,,安耐吉,5g,1-4-1,171.19,1.1998,solid
25637-16-5,1300,4-Bromo-tetrahydropyran,4-溴四氢吡喃,,安耐吉,5g,1-3-2,165.03,1.467,liquid
2564-83-2,1301,TEMPO,"2,2,6,6-四甲基哌啶氧化物(TEMPO)",,adamas,25g,R6,156.25,1,solid
